Date,Open,High,Low,Close,Adj Close,Volume
2020-10-05,0.000067,0.000068,0.000067,0.000067,0.000067,0
2020-10-06,0.000068,0.000068,0.000068,0.000068,0.000068,0
2020-10-07,0.000068,0.000068,0.000067,0.000068,0.000068,0
2020-10-08,0.000068,0.000068,0.000068,0.000068,0.000068,0
2020-10-09,0.000068,0.000068,0.000068,0.000068,0.000068,0
2020-10-12,0.000068,0.000068,0.000068,0.000068,0.000068,0
2020-10-13,0.000068,0.000069,0.000068,0.000069,0.000069,0
2020-10-14,0.000068,0.000068,0.000068,0.000068,0.000068,0
2020-10-15,0.000068,0.000068,0.000068,0.000068,0.000068,0
2020-10-16,0.000068,0.000068,0.000068,0.000068,0.000068,0
2020-10-19,0.000068,0.000068,0.000068,0.000068,0.000068,0
2020-10-20,0.000068,0.000068,0.000068,0.000068,0.000068,0
2020-10-21,0.000068,0.000069,0.000068,0.000068,0.000068,0
2020-10-22,0.000068,0.000068,0.000068,0.000068,0.000068,0
2020-10-23,0.000068,0.000068,0.000068,0.000068,0.000068,0
2020-10-26,0.000068,0.000068,0.000068,0.000068,0.000068,0
2020-10-27,0.000068,0.000068,0.000068,0.000068,0.000068,0
2020-10-28,0.000068,0.000068,0.000068,0.000068,0.000068,0
2020-10-29,0.000068,0.000068,0.000068,0.000068,0.000068,0
2020-10-30,0.000069,0.000069,0.000067,0.000067,0.000067,0
2020-11-02,0.000068,0.000068,0.000068,0.000069,0.000069,0
2020-11-03,0.000068,0.000069,0.000068,0.000068,0.000068,0
2020-11-04,0.000069,0.000071,0.000068,0.000069,0.000069,0
2020-11-05,0.000070,0.000070,0.000069,0.000070,0.000070,0
2020-11-06,0.000070,0.000070,0.000070,0.000070,0.000070,0
2020-11-09,0.000071,0.000072,0.000070,0.000070,0.000070,0
2020-11-10,0.000071,0.000072,0.000070,0.000070,0.000070,0
2020-11-11,0.000071,0.000071,0.000070,0.000071,0.000071,0
2020-11-12,0.000072,0.000072,0.000070,0.000072,0.000072,0
2020-11-13,0.000071,0.000071,0.000070,0.000071,0.000071,0
2020-11-16,0.000071,0.000071,0.000071,0.000071,0.000071,0
2020-11-17,0.000071,0.000071,0.000071,0.000071,0.000071,0
2020-11-18,0.000071,0.000071,0.000071,0.000071,0.000071,0
2020-11-19,0.000071,0.000071,0.000070,0.000071,0.000071,0
2020-11-20,0.000070,0.000071,0.000070,0.000070,0.000070,0
2020-11-23,0.000071,0.000071,0.000070,0.000071,0.000071,0
2020-11-24,0.000070,0.000071,0.000070,0.000071,0.000071,0
2020-11-25,0.000070,0.000071,0.000070,0.000071,0.000071,0
2020-11-26,0.000071,0.000071,0.000071,0.000071,0.000071,0
2020-11-27,0.000071,0.000072,0.000071,0.000072,0.000072,0
2020-11-30,0.000071,0.000072,0.000070,0.000071,0.000071,0
2020-12-01,0.000070,0.000072,0.000070,0.000071,0.000071,0
2020-12-02,0.000071,0.000072,0.000070,0.000071,0.000071,0
2020-12-03,0.000070,0.000071,0.000070,0.000071,0.000071,0
2020-12-04,0.000070,0.000071,0.000070,0.000071,0.000071,0
2020-12-07,0.000071,0.000071,0.000070,0.000071,0.000071,0
2020-12-08,0.000071,0.000071,0.000071,0.000071,0.000071,0
2020-12-09,0.000071,0.000071,0.000071,0.000071,0.000071,0
2020-12-10,0.000071,0.000071,0.000071,0.000071,0.000071,0
2020-12-11,0.000071,0.000071,0.000071,0.000071,0.000071,0
2020-12-14,0.000071,0.000071,0.000070,0.000071,0.000071,0
2020-12-15,0.000070,0.000071,0.000070,0.000070,0.000070,0
2020-12-16,0.000070,0.000071,0.000070,0.000070,0.000070,0
2020-12-17,0.000071,0.000071,0.000071,0.000071,0.000071,0
2020-12-18,0.000071,0.000071,0.000071,0.000071,0.000071,0
2020-12-21,0.000071,0.000071,0.000070,0.000071,0.000071,0
2020-12-22,0.000070,0.000071,0.000070,0.000071,0.000071,0
2020-12-23,0.000070,0.000071,0.000070,0.000070,0.000070,0
2020-12-24,0.000070,0.000071,0.000070,0.000071,0.000071,0
2020-12-25,0.000070,0.000071,0.000070,0.000071,0.000071,0
2020-12-28,0.000071,0.000072,0.000070,0.000072,0.000072,0
2020-12-29,0.000071,0.000071,0.000071,0.000071,0.000071,0
2020-12-30,0.000071,0.000071,0.000071,0.000071,0.000071,0
2020-12-31,0.000071,0.000072,0.000071,0.000072,0.000072,0
2021-01-01,0.000072,0.000072,0.000071,0.000072,0.000072,0
2021-01-04,0.000072,0.000072,0.000071,0.000071,0.000071,0
2021-01-05,0.000072,0.000072,0.000072,0.000072,0.000072,0
2021-01-06,0.000072,0.000072,0.000072,0.000072,0.000072,0
2021-01-07,0.000072,0.000072,0.000071,0.000072,0.000072,0
2021-01-08,0.000071,0.000072,0.000071,0.000072,0.000072,0
2021-01-11,0.000072,0.000072,0.000070,0.000072,0.000072,0
2021-01-12,0.000070,0.000071,0.000070,0.000071,0.000071,0
2021-01-13,0.000071,0.000071,0.000070,0.000071,0.000071,0
2021-01-14,0.000071,0.000072,0.000071,0.000071,0.000071,0
2021-01-15,0.000071,0.000072,0.000071,0.000071,0.000071,0
2021-01-18,0.000072,0.000072,0.000071,0.000072,0.000072,0
2021-01-19,0.000071,0.000071,0.000071,0.000071,0.000071,0
2021-01-20,0.000071,0.000072,0.000071,0.000071,0.000071,0
2021-01-21,0.000071,0.000072,0.000071,0.000071,0.000071,0
2021-01-22,0.000071,0.000072,0.000071,0.000072,0.000072,0
2021-01-25,0.000071,0.000071,0.000071,0.000071,0.000071,0
2021-01-26,0.000071,0.000071,0.000071,0.000071,0.000071,0
2021-01-27,0.000071,0.000071,0.000071,0.000071,0.000071,0
2021-01-28,0.000070,0.000071,0.000070,0.000070,0.000070,0
2021-01-29,0.000071,0.000072,0.000070,0.000072,0.000072,0
2021-02-01,0.000072,0.000072,0.000071,0.000072,0.000072,0
2021-02-02,0.000071,0.000071,0.000071,0.000071,0.000071,0
2021-02-03,0.000071,0.000072,0.000071,0.000071,0.000071,0
2021-02-04,0.000071,0.000072,0.000071,0.000072,0.000072,0
2021-02-05,0.000071,0.000071,0.000071,0.000071,0.000071,0
2021-02-08,0.000071,0.000072,0.000071,0.000071,0.000071,0
2021-02-09,0.000071,0.000072,0.000071,0.000071,0.000071,0
2021-02-10,0.000071,0.000072,0.000071,0.000071,0.000071,0
2021-02-11,0.000071,0.000072,0.000071,0.000071,0.000071,0
2021-02-12,0.000071,0.000072,0.000071,0.000072,0.000072,0
2021-02-15,0.000072,0.000072,0.000072,0.000072,0.000072,0
2021-02-16,0.000072,0.000073,0.000071,0.000072,0.000072,0
2021-02-17,0.000071,0.000072,0.000071,0.000071,0.000071,0
2021-02-18,0.000071,0.000071,0.000071,0.000071,0.000071,0
2021-02-19,0.000071,0.000071,0.000071,0.000071,0.000071,0
2021-02-22,0.000072,0.000072,0.000070,0.000072,0.000072,0
2021-02-23,0.000071,0.000071,0.000071,0.000071,0.000071,0
2021-02-24,0.000071,0.000071,0.000071,0.000071,0.000071,0
2021-02-25,0.000071,0.000071,0.000070,0.000071,0.000071,0
2021-02-26,0.000069,0.000072,0.000069,0.000072,0.000072,0
